stop_id,n_riders,avg_dwell_minutes,n_riders_with_home,n_riders_with_work,routes,address
stop_00625,34,10.583333333333332,33,34,64,207 Davis Dr
stop_00626,97,18.012199312714777,97,94,64,8600 Winchester Rd
stop_00627,99,25.76111111111111,98,91,64,8636 Winchester Rd
stop_00628,412,26.152305825242717,409,393,64,8708 Winchester Rd
stop_00629,41,17.729268292682928,40,40,64,8742 Winchester Rd
stop_00630,41,11.132520325203252,41,41,64,8796 Winchester Rd
stop_00631,41,13.877642276422765,41,41,64,Pendale Rd & Old County Rd
stop_00632,13,11.01025641025641,13,13,64,8820 Old County Rd
stop_00633,172,27.98798449612403,169,165,64,9279 Leonardo Ave
stop_00634,15,10.953333333333335,13,15,64,9201 Leonardo Ave
stop_00635,42,13.88531746031746,42,41,64,Candelaria St & Benito Way
stop_00636,739,12.081145692377087,732,728,60|64,100 Candelaria St
stop_00637,42,10.462698412698412,42,42,64,8907 Old County Rd
stop_00638,38,11.496929824561404,38,38,64,Winchester Rd & Pendale Rd
stop_00639,45,20.54925925925926,45,44,64,8751 Winchester Rd
stop_00640,55,13.427878787878788,55,53,64,Winchester Rd & Silvas Way
stop_00641,168,19.130456349206348,165,158,64,8701 Winchester Rd
stop_00642,47,10.22340425531915,46,45,64,Davis Dr & Roseway Dr
stop_00643,20,9.379166666666666,20,19,64,Roseway Dr & New Haven Dr
stop_00644,46,9.296376811594202,45,46,64,Niles St & Clifford Ct
stop_00645,53,17.68238993710692,53,53,64,8275 San Jose Rd
stop_00646,30,9.751111111111111,29,29,64,7247 Dale Rd
stop_00647,30,19.907777777777778,30,28,64,7229 Dale Rd
stop_00648,31,9.691935483870967,31,31,64,7163 Dale Rd
stop_00649,16,23.040625000000002,16,16,64,7137 Dale Rd
stop_00650,111,11.147147147147146,111,111,64,6501 Trowbridge Dr
stop_00651,35,13.129523809523809,35,35,64,6247 Trowbridge Dr
stop_00652,31,10.091397849462364,31,31,64,Geronimo Dr & Cleveland Ave
stop_00653,41,9.998373983739837,41,41,64,Tampa Ave & Clark Dr
stop_00654,41,12.626829268292685,41,40,64,847 Clark Dr
stop_00655,66,12.191919191919192,66,66,64,902 Geronimo Dr
stop_00656,31,24.863440860215054,31,31,64,Geronimo Dr & Tesuque Dr
stop_00657,113,11.478761061946901,113,112,64,Geronimo Dr & Clark Dr
stop_00658,91,15.95201465201465,90,87,24,Delta Dr & Martinez St
stop_00659,365,14.82607305936073,364,361,61,8020 Alameda Ave
stop_00660,150,10.077,150,150,25,Paisano Dr & Trowbridge Dr
stop_00661,237,7.836005625879044,237,234,25,Paisano Dr & Gateway West Blvd
stop_00662,104,13.966185897435897,103,103,25,5529 Paisano Dr
stop_00663,899,9.738616981831665,896,891,53,1910 George Dieter Dr
stop_00664,703,8.807562825983878,701,699,24|65,Paisano Dr & Val Verde St
stop_00665,338,8.740877712031558,331,332,65,5030 Paisano Annex
stop_00666,24441,18.311223626965617,20427,18375,23|24|65,200 Cortez Dr
stop_00667,507,11.350591715976332,500,491,23,5400 Paisano Annex
stop_00668,251,7.53386454183267,250,249,65,7102 North Loop Dr
stop_00669,21,11.492857142857142,21,20,65,7116 North Loop Dr
stop_00670,64,13.547916666666666,63,64,65,7150 North Loop Dr
stop_00671,27,15.191975308641975,27,27,65,7204 North Loop Dr
stop_00672,33,12.597979797979798,33,33,65,7230 North Loop Dr
stop_00673,63,13.335714285714285,62,60,65,Hunter Dr & Adobe Dr
stop_00674,68,10.841911764705882,67,68,65,Tampico Dr & Hunter Dr
stop_00675,33,19.772222222222222,33,33,65,7510 Monterrey Dr
stop_00676,23,12.020289855072463,23,22,65,7544 Monterrey Dr
stop_00677,40,20.058333333333334,40,39,65,7704 Monterrey Dr
stop_00678,51,16.88300653594771,51,51,65,7740 Monterrey Dr
stop_00679,96,9.389930555555555,96,96,65,605 Giles Rd
stop_00680,283,13.678857479387515,279,281,65,850 Carolina Dr
stop_00681,47,11.133333333333333,46,46,65,7750 Lilac Dr
stop_00682,40,13.362916666666667,39,39,65,634 Rancho Alegre Way
stop_00683,50,10.607999999999999,49,50,65,Rancho Alegre Way & Green Lilac Cir
stop_00684,45,18.60962962962963,44,44,65,7944 Yermoland Dr
stop_00685,365,13.091780821917808,361,354,65,Yermoland Dr & Lafayette Dr
stop_00686,63,15.031481481481482,63,62,65,8016 Yermoland Dr
stop_00687,126,10.127513227513226,126,125,65,Yermoland Dr & Francine Pl
stop_00688,91,12.105860805860804,91,91,65,8102 Yermoland Dr
stop_00689,44,13.404545454545454,43,44,65,Yermoland Dr & Cornelius Dr
stop_00690,139,10.908872901678656,138,138,63,975 Lomaland Dr
stop_00691,7,27.71666666666667,7,7,65,Highland Ave & Courtland Dr
stop_00692,13,45.87948717948718,13,13,65,Highland Ave & Burgess Dr
stop_00693,32,8.739583333333334,32,31,65,Castner Dr & Barandal Dr
stop_00694,32,11.769270833333334,32,32,65,Castner Dr & El Arco Dr
stop_00695,70,13.63642857142857,70,69,65,Castner Dr & Montera Rd
stop_00696,33,15.598989898989899,32,31,65,Kastrin St & El Arco Dr
stop_00697,19,9.699122807017543,19,19,65,Pendale Rd & Tigris Dr
stop_00698,57,13.46842105263158,57,55,65|68,550 Pendale Rd
stop_00699,133,11.058395989974937,133,133,63,North Loop Dr & Upland St
stop_00700,58,11.629310344827585,58,58,63,600 Lomaland Dr
stop_00701,125,18.6624,122,120,63,Lomaland Dr & Highland Ave
stop_00702,90,12.924444444444445,90,90,65,Yermoland Dr & Stanley St
stop_00703,107,14.483956386292835,107,106,65,Yermoland Dr & Christy St
stop_00704,218,13.094724770642202,218,216,65,Yermoland Dr & Williamette Ave
stop_00705,121,15.56060606060606,120,121,65,1025 Carolina Dr
stop_00706,508,9.289074803149607,507,508,65,Carolina Dr & Giles Rd
stop_00707,172,9.436918604651163,170,171,65,Giles Rd & La Grande Ct
stop_00708,26,10.578846153846154,26,26,65,7743 Monterrey Dr
stop_00709,82,16.210365853658537,81,80,65,7701 Monterrey Dr
stop_00710,29,15.498850574712643,29,28,65,651 Tampico Dr
stop_00711,256,10.456510416666667,255,256,65,503 Hunter Dr
stop_00712,27,12.292592592592591,27,27,65,North Loop Dr & Bucher Rd
stop_00713,145,11.350229885057471,145,145,65,Paisano Dr & Concepcion St
stop_00714,23,8.833333333333332,22,21,7,North Loop Dr & Warnock Way
stop_00715,148,12.243018018018018,148,147,66,Kernel Cir & Betel Dr
stop_00716,1191,9.246543520850825,1184,1180,1,Montwood Dr & Lee Trevino Dr
stop_00717,72,12.22175925925926,72,72,52,7844 Gateway East Blvd
stop_00718,3602,9.366523227836387,3579,3542,52,3100 Saul Kleinfeld Dr
stop_00719,84,12.258134920634921,84,83,52,3200 Saul Kleinfeld Dr
stop_00720,448,9.344642857142857,447,447,51,Edgemere Blvd & Saul Kleinfeld Dr
stop_00721,283,11.6188457008245,283,280,52,3400 Nolan Richardson Dr
stop_00722,49,14.324489795918367,46,48,52,3300 Nolan Richardson Dr
stop_00723,34,10.023529411764706,34,34,52,3200 Nolan Richardson Dr
stop_00724,101,15.37986798679868,101,101,52,3100 Nolan Richardson Dr
stop_00725,117,12.417094017094017,115,116,52,Pebble Hills Blvd & Oak Crest Cir
stop_00726,3425,10.620574209245742,3404,3365,52,11700 Pebble Hills Blvd
stop_00727,257,12.56141374837873,254,252,51,9515 Gateway West Blvd
stop_00728,5,5.393333333333333,5,5,51,9200 Gateway West Blvd
stop_00729,62,11.42768817204301,61,62,51,7144 Gateway East Blvd
stop_00730,115,10.23550724637681,113,113,51,Gateway East Blvd & Tony Lama St
stop_00731,155,11.951290322580645,155,154,51,Gateway East Blvd & Winslow Rd
stop_00732,103,11.31893203883495,103,102,51,Sumac Dr & Vista Del Sol Dr
stop_00733,88,10.809469696969698,88,88,51,10435 Vista Del Sol Dr
stop_00734,1377,9.642326313241346,1369,1371,51|53,Vista Del Sol Dr & Yarbrough Dr
stop_00735,109,18.017584097859327,107,107,1|51,10700 Vista Del Sol Dr
stop_00736,300,9.828888888888889,300,299,51|53,Vista Del Sol Dr & Vista De Oro Dr
stop_00737,27,9.337037037037037,27,27,51,Vista Del Sol Dr & Sombra Verde Dr
stop_00738,327,8.57558613659531,326,326,1|51,Lomaland Dr & Vista Del Sol Dr
stop_00739,67,10.85223880597015,67,65,1|51,Lomaland Dr & Monte Sur Dr
stop_00740,62,13.713440860215053,61,60,1|51,Trawood Dr & Pico Alto Dr
stop_00741,73,10.475342465753425,73,71,51,Trawood Dr & Ben Hogan Dr
stop_00742,71,11.211032863849766,70,69,51,2244 Trawood Dr
stop_00743,945,9.096596119929453,943,940,51,Trawood Dr & Lee Trevino Dr
stop_00744,99,12.676767676767676,98,97,1|51,Trawood Dr & Bobby Jones Dr
stop_00745,89,17.37677902621723,89,87,51,Trawood Dr & Pete Brown Dr
stop_00746,418,12.917783094098883,416,401,1|51,Trawood Dr & Tommy Aaron Dr
stop_00747,110,11.621363636363636,110,108,1,Trawood Dr & Robert Wynn St
stop_00748,154,13.88917748917749,154,149,1,Trawood Dr & Paul Moran Pl
stop_00749,152,15.165131578947367,152,147,1,George Dieter Dr & Bunky Henry Ln
stop_00750,52,10.132051282051282,52,52,1|41,Bob Mitchell Dr & Bing Crosby Dr
stop_00751,112,12.045535714285714,112,111,1|41,Bob Mitchell Dr & Leroy Bonse Dr
stop_00752,4140,15.708462157809985,4091,3902,1,Bob Mitchell Dr & Ronald McNair Dr
stop_00753,39,13.388888888888888,39,39,1,Bob Mitchell Dr & Polly Harris Dr
stop_00754,145,12.389885057471265,143,143,1|41,Bob Mitchell Dr & Saul Kleinfeld Dr
stop_00755,169,10.695167652859961,167,168,1,Saul Kleinfeld Dr & Firehouse Dr
stop_00756,639,10.045409494001042,638,637,1,Saul Kleinfeld Dr & Zaragoza Rd
stop_00757,247,9.743589743589743,247,247,1|41,Zaragoza Rd & Golden Gate
stop_00758,95,10.308596491228071,95,95,1|53,Zaragoza Rd & Pali Dr
stop_00759,1010,9.898498349834984,1007,1002,1,Vista Del Sol Dr & Zaragoza Rd
stop_00760,34,10.888235294117647,34,34,1,Vista Del Sol Dr & Bruce Jenner Ln
stop_00761,75,10.67911111111111,74,75,1,Vista Del Sol Dr & Gene Torres Dr
stop_00762,86,12.57906976744186,85,86,1,Vista Del Sol Dr & Doug Olson Dr
stop_00763,1094,9.276523461304082,1089,1091,1,11501 Vista Del Sol Dr
stop_00764,65,14.180000000000001,62,64,1,Vista Del Sol Dr & Billie Marie Dr
stop_00765,42,12.486507936507936,42,42,1,Vista Del Sol Dr & Bert Greene Dr
stop_00766,39,11.755982905982906,38,39,1,Vista Del Sol Dr & Bessemer Dr
stop_00767,47,9.025177304964538,47,47,1,Vista Del Sol Dr & Paul Harney Dr
stop_00768,1120,8.61422619047619,1116,1116,1,Vista Del Sol Dr & Lee Trevino Dr
stop_00769,89,14.676404494382023,87,88,1,Vista Del Sol Dr & Bob Goalby Ln
stop_00770,90,13.863333333333333,89,90,1,Vista Del Sol Dr & Bruce Devlin Dr
stop_00771,27,7.548765432098765,26,27,1,Vista Del Sol Dr & Monte Negro Dr
stop_00772,25,12.422,23,25,1,Vista Del Sol Dr & Vista Lomas Dr
stop_00773,176,10.406344696969697,174,173,1,Gateway East Blvd & Sumac Dr
stop_00774,228,10.743494152046784,227,225,1,Gateway West Blvd & Viscount Blvd
stop_00775,193,14.422625215889465,193,192,1,Gateway West Blvd & Larry Mahan Dr
stop_00776,34,7.542156862745098,34,34,1,8886 Gateway West Blvd
stop_00777,118,8.421610169491526,117,117,1,8401 Gateway West Blvd
stop_00778,61,8.78825136612022,61,61,1,7001 Gateway West Blvd
stop_00779,27,12.880246913580246,27,27,1,Vista Del Sol Dr & Bengal Dr - 1st
stop_00780,46,11.214855072463768,45,45,1,Vista Del Sol Dr & Common Dr
stop_00781,98,18.829761904761906,97,96,1,Vista Del Sol Dr & Bob Murphy Dr
stop_00782,772,19.838104490500864,768,723,63,7958 San Paulo Dr
stop_00783,59,10.8954802259887,59,58,63,San Paulo Dr & Lafayette Dr
stop_00784,48,22.880555555555556,48,46,63,8101 Loma Terrace Rd
stop_00785,44,19.325757575757578,44,44,63,8136 Loma Terrace Rd
stop_00786,41,15.140243902439025,41,41,63|67,8165 Loma Terrace Rd
stop_00787,17,10.500980392156864,17,17,63,Lomaland Dr & Wonderland Dr
stop_00788,124,13.021505376344086,123,123,63,695 Lomaland Dr
stop_00789,45,12.608148148148148,44,44,63,Lomaland Dr & Strickland Dr
stop_00790,60,13.404722222222222,60,60,63,Lomaland Dr & Holloway
stop_00791,167,10.93063872255489,167,167,63,Lomaland Dr & North Loop Dr
stop_00792,171,6.220175438596492,162,161,63,625 Zaragoza Rd
stop_00793,35,11.011904761904763,35,34,63,421 Zaragoza Rd
stop_00794,72,10.810185185185185,72,72,63,343 Zaragoza Rd
stop_00795,166,12.245281124497993,166,166,60|63,323 Zaragoza Rd
stop_00796,103,13.504692556634305,103,102,63,221 Zaragoza Rd
stop_00797,96,12.882118055555557,96,96,63,Zaragoza Rd & Pence Way
stop_00798,137,10.513625304136253,137,136,63,Zaragoza Rd & Harris St
stop_00799,240,10.988611111111112,239,240,63,120 Zaragoza Rd
stop_00800,121,11.639807162534435,121,121,63,Zaragoza Rd & Old Pueblo Rd
stop_00801,65,9.904102564102564,65,64,63,235 Zaragoza Rd
stop_00802,305,10.77136612021858,304,305,63,Zaragoza Rd & Roseway Dr
stop_00803,77,11.886363636363637,77,77,63,346 Zaragoza Rd
stop_00804,20,9.2325,20,19,63,500 Zaragoza Rd
stop_00805,666,9.208758758758758,663,663,60|63,700 Zaragoza Bridge
stop_00806,263,7.9910646387832704,263,263,63,Lomaland Dr & Yermoland Dr
stop_00807,23,12.26086956521739,23,23,63,Lomaland Dr & Sandland Dr
stop_00808,19,7.283333333333333,19,19,63,8063 Glendale Ave
stop_00809,180,12.492685185185186,180,173,63,7969 San Paulo Dr
stop_00810,15,10.758888888888889,15,15,41,Echo St & Moonlight Ave
stop_00811,27,20.642592592592592,27,27,41,Magnetic Dr & Zircon Dr
stop_00812,28,14.688690476190475,28,27,41,Magnetic Dr & Sirius Ave
stop_00813,29,12.20919540229885,27,28,41,3612 Hercules Ave
stop_00814,80,18.596875,77,79,41,3901 Hercules Ave
stop_00815,50,8.843,49,47,41,4000 Hercules Ave
stop_00816,183,6.861566484517304,183,182,41,4130 Hercules Ave
stop_00817,8,7.016666666666667,8,8,41,8939 Comet St
stop_00818,7,10.876190476190477,7,7,41,Comet St & Moonlight Ave
stop_00819,18,7.711111111111112,18,18,41,4608 Tetons Dr
stop_00820,58,13.028448275862068,58,58,41,4720 Tetons Dr
stop_00821,16,11.557291666666666,16,15,41,4744 Tetons Dr
stop_00822,32,11.999479166666667,32,32,41,4801 Hercules Ave
stop_00823,43,10.060852713178294,41,42,41,4886 Hercules Ave
stop_00824,65,15.77102564102564,63,65,41,4930 Hercules Ave
stop_00825,60,13.389444444444445,57,59,41,Hercules Ave & Mt Baldy
stop_00826,290,9.605287356321838,289,285,35|41,Dyer St & Tetons Dr
stop_00827,19,13.558771929824562,17,18,41,3621 Hercules Ave
stop_00828,32,15.519270833333334,32,31,41,Hercules Ave & Solar Pl
stop_00829,51,9.658169934640522,51,51,41,8209 Magnetic Dr
stop_00830,31,12.175806451612903,31,30,41,Magnetic Dr & Titanic Ave
stop_00831,63,13.702116402116403,63,62,41,7735 Alabama St
stop_00832,16,9.023958333333333,16,16,41,Alabama St & Mountain Walk Dr
stop_00833,9,7.5055555555555555,9,9,41,Alabama St & Mountain Ridge Dr
stop_00834,17,11.342156862745098,17,17,41,Alabama St & Sunnyside Ct
stop_00835,18,10.685185185185185,18,18,41,6301 Alabama St
stop_00836,16,7.8,16,16,41,Alabama St & Broaddus Ave
stop_00837,72,10.283333333333333,72,72,41,5515 Alabama St
stop_00838,198,14.08510101010101,197,188,41,Byron St & Keltner Ave
stop_00839,23,11.752173913043478,23,23,41,Byron St & Wickham
stop_00840,29,11.970689655172414,29,29,41,Byron St & Broaddus Ave
stop_00841,60,13.71861111111111,59,59,41,3500 Byron St
stop_00842,15,10.055555555555555,15,15,41,6120 Byron St
stop_00843,27,18.780246913580246,26,25,41,3700 Kemp Ave
stop_00844,48,19.784027777777776,48,47,36,4600 Piedras St
stop_00845,17,14.693137254901961,17,17,36,4400 Piedras St
stop_00846,95,9.408245614035087,95,94,36,3917 Piedras St
stop_00847,225,15.62288888888889,225,225,36,3801 Piedras St
stop_00848,39,13.262820512820513,39,39,36,3500 Piedras St
stop_00849,68,18.52720588235294,67,66,41,3417 Piedras St
stop_00850,125,11.412266666666666,123,123,36,500 Rio Grande Ave
stop_00851,165,18.88888888888889,159,152,36,700 Rio Grande Ave
stop_00852,58,13.605172413793104,58,55,36,901 Rio Grande Ave
stop_00853,96,19.188368055555554,95,96,36,1106 Rio Grande Ave
stop_00854,3,7.888888888888888,3,3,36,1200 Rio Grande Ave
stop_00855,46,10.433695652173913,46,46,36,1400 Rio Grande Ave
stop_00856,172,17.877906976744185,169,160,36,1610 Rio Grande Ave
stop_00857,28,12.573809523809524,28,27,36,1810 Rio Grande Ave
stop_00858,148,12.37195945945946,147,147,36,1000 Cotton St
stop_00859,93,16.617562724014338,91,90,36,1120 Cotton St
stop_00860,86,13.159883720930232,86,80,36,1181 Cotton St
stop_00861,16,8.91875,16,16,36,1229 Ohio St
stop_00862,17,19.24019607843137,17,17,36,1252 Indiana St
stop_00863,55,21.40848484848485,55,55,36,1290 Dakota St
stop_00864,54,11.643518518518519,54,54,36,1300 Dakota St
stop_00865,286,19.24632867132867,283,275,36,1500 Dakota St
stop_00866,177,24.982862523540494,173,169,36,1618 Dakota St
stop_00867,46,12.644927536231883,46,46,36,1716 Kentucky St
stop_00868,29,14.23103448275862,29,29,36,1812 Kentucky St
stop_00869,12,25.115277777777777,12,12,36,1900 Kentucky St
stop_00870,18,13.15925925925926,17,18,36,2100 Kentucky St
stop_00871,53,10.876100628930816,53,53,36,2300 Alabama St
stop_00872,46,13.934057971014493,46,45,36,2400 Alabama St
stop_00873,103,17.98495145631068,102,101,36,2600 Alabama St
stop_00874,308,18.919696969696968,304,294,36,2900 Alabama St
stop_00875,436,22.707224770642203,434,420,36,3000 Alabama St
stop_00876,65,15.38948717948718,65,65,36,3500 Alabama St
stop_00877,100,12.5545,100,98,36,3700 Alabama St
stop_00878,53,11.429874213836477,53,53,36,4011 Alabama St
stop_00879,33,16.865656565656565,32,33,36,2729 Mc Kinley Ave
stop_00880,21,12.097619047619048,21,21,36,2603 Mc Kinley Ave
stop_00881,86,13.1765503875969,86,81,36,Alabama St & Porter Ave
stop_00882,55,15.994545454545456,55,54,36,Vista Del Sol Dr & Lou Graham Dr
stop_00883,911,9.397310647639957,907,906,1,Vista Del Sol Dr & George Dieter Dr
stop_00884,64,10.134635416666667,64,64,1,Vista Del Sol Dr & James Chisum Dr
stop_00885,60,22.074166666666667,60,59,1,Vista Del Sol Dr & Bill Ogden Dr
stop_00886,66,18.820454545454545,66,64,1,Vista Del Sol Dr & James Guines Dr
stop_00887,150,10.365666666666666,148,149,1,Vista Del Sol Dr & Henry Phipps Dr
stop_00888,112,10.898511904761905,112,112,1,Pullman Dr & Pellicano Dr
stop_00889,37,9.034234234234233,36,37,1,Pellicano Dr & Linda Ruby Dr
stop_00890,88,12.75965909090909,88,88,1,Pellicano Dr & Rudy Montoya Dr
stop_00891,52,12.536858974358974,52,51,1,Pellicano Dr & James Dudley Dr
stop_00892,153,9.560893246187364,153,153,1,Pellicano Dr & Whirlaway Dr
stop_00893,126,10.816402116402115,125,125,1,Pellicano Dr & Ted Houghton
stop_00894,191,9.693717277486911,191,190,1,Pellicano Dr & Bob Hope Dr
stop_00895,64,14.205989583333333,64,64,1,Rojas Dr & Loma Verde Dr
stop_00896,58,12.095114942528735,58,58,1,Rojas Dr & Amber Morgan
stop_00897,43,10.393798449612403,42,42,1,Rojas Dr & Don Haskins Dr
stop_00898,41,7.862601626016261,41,41,1,Rojas Dr & Henry Brennan Dr
stop_00899,220,11.955909090909092,218,217,1,12055 Rojas Dr
stop_00900,245,13.58734693877551,241,237,1|7,Peter Cooper Dr & Rojas Dr
stop_00901,127,11.518897637795277,127,127,1,12025 Rojas Dr
stop_00902,797,9.231660393140945,793,792,1,Rojas Dr & Zaragoza Rd
stop_00903,51,12.195098039215686,50,51,1,Rojas Dr & Sabrina Lyn Dr
stop_00904,16,14.588541666666666,16,16,1,Rojas Dr & Vista Granada Dr
stop_00905,80,12.416666666666668,80,78,1,Rojas Dr & Soberana Rd
stop_00906,110,11.288636363636364,109,110,1,11500 Rojas Dr
stop_00907,45,11.789259259259259,45,45,1,11405 Rojas Dr
stop_00908,332,11.388654618473895,331,331,1,11251 Rojas Dr
stop_00909,330,8.320757575757575,328,328,1,11155 Gateway West Blvd
stop_00910,284,17.139143192488262,283,283,1,11045 Gateway West Blvd
stop_00911,66,12.651262626262627,65,64,1,10767 Gateway West Blvd
stop_00912,855,9.330682261208578,852,848,1|69,George Dieter Dr & Rojas Dr
stop_00913,55,8.936060606060606,55,55,1,Pellicano Dr & Gail Borden Pl
stop_00914,104,10.488461538461538,104,103,1,Pellicano Dr & Common Dr
stop_00915,259,5.771943371943372,258,258,1,11355 Pellicano Dr
stop_00916,159,9.880293501048218,159,155,1,11495 Pellicano Dr
stop_00917,182,13.00467032967033,181,182,1,Pellicano Dr & Cedar Oak Dr
stop_00918,160,13.818958333333333,160,158,1,12200 Vista Del Sol Dr
stop_00919,245,9.710680272108844,245,243,1,Vista Del Sol Dr & Bob Hope Dr
stop_00920,33,15.684343434343436,32,32,1,1501 Bob Hope Dr
stop_00921,34,12.52107843137255,33,34,1,Bob Hope Dr & Pedro Figari Ave
stop_00922,38,12.292543859649124,38,38,1,Bob Hope Dr & Henri Matisse Ave
stop_00923,31,12.790860215053764,31,31,1,Bob Hope Dr & Amstater Cir
stop_00924,48,12.613888888888889,48,48,1,Pellicano Dr & Francesca Dr
stop_00925,52,13.690384615384614,51,52,1,Pellicano Dr & Sierra Bonita Dr
stop_00926,140,9.780238095238095,140,139,1,11615 Pellicano Dr
stop_00927,98,9.788775510204081,97,98,1,11273 Pellicano Dr
stop_00928,70,9.072619047619048,70,70,1,11185 Pellicano Dr
stop_00929,1094,13.026005484460695,1089,1065,1|69,Vista Del Sol Dr & Peter Cooper Dr
stop_00930,90,10.907222222222222,88,90,11,300 Stanton St
stop_00931,35,12.345714285714287,34,33,34,400 Rio Grande Ave
stop_00932,70,12.171190476190477,70,69,34,1100 Campbell St
stop_00933,71,14.579577464788734,70,70,34,1218 Campbell St
stop_00934,59,14.754237288135593,58,59,34,500 California Ave
stop_00935,25,13.288666666666666,25,24,34,1416 Florence St
stop_00936,133,12.296741854636592,132,128,34,800 Cliff Dr
stop_00937,70,20.089761904761904,69,68,34,1405 Ange St
stop_00938,51,16.594117647058823,51,50,34,1140 River Ave
stop_00939,76,21.282675438596492,74,76,34,1500 Brown St
stop_00940,472,9.11927966101695,471,471,34,1600 Brown St
stop_00941,114,11.761111111111111,114,113,34,1700 Brown St
stop_00942,35,13.994285714285715,35,34,34,1401 Murchison Dr
stop_00943,405,18.39312757201646,399,388,34,1600 Murchison Dr
stop_00944,107,10.312149532710281,107,107,34,1720 Murchison Dr
stop_00945,40,8.760416666666668,39,40,34,1755 Curie Dr
stop_00946,68,9.390686274509804,67,68,34,1733 Curie Dr
stop_00947,198,14.307323232323231,197,196,34,1625 Medical Center
stop_00948,91,11.834798534798535,91,90,34,1600 Cliff Dr
stop_00949,25,24.456666666666663,25,24,34,1403 Cliff Dr
stop_00950,67,23.413930348258706,67,67,34,1200 Cliff Dr
stop_00951,63,11.698941798941798,61,61,34,1200 Schuster Ave
stop_00952,69,11.894202898550725,69,69,34,1101 Schuster Ave
stop_00953,114,17.89809941520468,113,113,34,701 Schuster Ave
stop_00954,30,16.020555555555557,28,29,34,1603 Florence St
stop_00955,27,12.19753086419753,27,26,34,1401 Florence St
stop_00956,49,13.397278911564626,49,45,34,1301 Florence St
stop_00957,418,18.42097288676236,407,370,34,1100 Florence St
stop_00958,33,11.267676767676766,33,33,34|36,400 Arizona Ave
stop_00959,24,12.915277777777776,23,24,33,3300 Hueco Ave
stop_00960,396,18.06595117845118,393,370,33,3400 Hueco Ave
stop_00961,649,19.305906522855675,642,612,33,3500 Hueco Ave
stop_00962,62,10.442741935483872,61,60,33,3800 Hueco Ave
stop_00963,61,14.0775956284153,59,61,33,3900 Hueco Ave
stop_00964,471,23.625937721160653,469,456,33,1308 Boone St
stop_00965,90,17.255185185185187,88,83,33,1400 Boone St
stop_00966,71,13.170892018779343,71,70,33,4402 Trowbridge Dr
stop_00967,69,12.231159420289856,68,66,33,4606 Trowbridge Dr
stop_00968,1443,23.933506583506585,1422,1367,33,1300 Geronimo Dr
stop_00969,202,16.52227722772277,201,200,7,1200 Geronimo Dr
stop_00970,534,15.16154806491885,532,529,33,1300 Airway Blvd
stop_00971,1844,9.24840021691974,1832,1828,33,1422 Airway Blvd
stop_00972,242,10.249035812672178,237,239,33,1766 Airway Blvd
stop_00973,226,11.291002949852508,224,224,33,2027 Airway Blvd
stop_00974,523,16.046239643084764,518,521,33,1700 Airway Blvd
stop_00975,1088,12.969286151960786,1085,1079,33,1515 Airway Blvd
stop_00976,502,10.510325365205844,501,501,33,1411 Airway Blvd
stop_00977,462,12.44339826839827,462,461,33,1329 Airway Blvd
stop_00978,841,11.24855330955212,839,831,33,1335 Geronimo Dr
stop_00979,368,16.594610507246376,362,342,33,4800 Trowbridge Dr
stop_00980,60,13.595555555555556,60,60,33,4607 Trowbridge Dr
stop_00981,89,12.223782771535582,89,89,33,4325 Trowbridge Dr
stop_00982,87,16.39406130268199,85,80,33,1413 Boone St
stop_00983,69,18.16086956521739,69,69,33,3929 Hueco Ave
stop_00984,1226,25.382979880369767,1208,1158,33,3529 Hueco Ave
stop_00985,339,18.018928220255656,337,316,33,3331 Hueco Ave
stop_00986,220,10.747348484848484,220,220,12|14,Doniphan Dr & Mc Clintock Dr
stop_00987,55,10.74060606060606,55,55,12,4864 Doniphan Dr
stop_00988,51,12.353267973856209,50,51,12,Doniphan Dr & Teramar Way
stop_00989,61,11.552732240437159,60,61,12,Doniphan Dr & Bird Ave
stop_00990,148,11.045945945945945,148,148,12,Doniphan Dr & Frontera Rd
stop_00991,104,11.023397435897436,104,104,12,Doniphan Dr & Atlantic Rd
stop_00992,69,15.783333333333333,69,67,12,Doniphan Dr & Pacific Dr
stop_00993,872,9.67052752293578,867,867,12,Doniphan Dr & Sunland Park Dr
stop_00994,269,13.129987608426271,266,269,12,990 Sunland Park Dr
stop_00995,194,11.118986254295534,191,193,12|14,601 Mesa Hills Dr
stop_00996,329,9.798834853090172,329,327,12,Mesa Hills Dr & Suncrest Dr
stop_00997,484,9.26935261707989,480,475,12,Mesa Hills Dr & Cabaret Dr
stop_00998,96,14.278472222222222,95,95,16,Executive Center Blvd & Pinnacle St
stop_00999,139,13.399280575539569,137,137,16,Executive Center Blvd & Rio Bravo Dr
stop_01000,14,10.102380952380953,14,14,16,Executive Center Blvd & San Marcos Dr
stop_01001,215,9.447441860465117,213,211,16,801 Sunland Park Dr - 2nd BS
stop_01002,88,11.90378787878788,87,88,16,Country Club Rd & Willow Creek Dr
stop_01003,430,13.76577519379845,424,416,16,Country Club Rd & Hunters Glen St
stop_01004,333,10.808208208208208,328,324,16,1071 Country Club Rd
stop_01005,243,10.702400548696845,241,241,16,Upper Valley Rd & Country Club Rd
stop_01006,53,8.955345911949685,52,52,16,Upper Valley Rd & Evert Dr
stop_01007,78,8.596794871794872,78,78,16,Upper Valley Rd & Romer Ray Dr
